rating,timestamp,user_id_idx,item_id_idx
5,883668352,603,669
3,879873020,122,426
3,888638455,746,872
1,884205277,197,868
3,879967767,127,178
5,876232682,553,68
4,881177689,689,87
4,889134483,750,98
5,893119415,531,587
1,885548932,404,620
2,885682006,525,327
2,888203610,58,596
3,887509396,434,882
4,877105901,372,528
5,875124604,832,208
2,888813416,654,903
5,879455654,526,650
4,875310311,267,30
4,891720498,93,615
4,881957090,27,49
3,880585730,432,204
4,876547470,329,1032
4,880525400,378,171
4,882956510,591,701
2,887160165,895,1263
1,885549904,404,1059
4,884492828,868,410
2,877107712,174,99
4,884041685,486,159
3,888520923,681,16
3,878739543,322,281
3,875351905,737,62
3,881060635,221,390
4,884636182,523,402
3,891544135,333,306
2,879787729,671,219
3,877131391,900,1044
2,885059812,918,1503
2,879787858,445,310
2,891373086,25,409
4,891200869,444,404
4,876350142,600,481
5,879641209,248,745
4,882397049,449,385
5,882211258,647,221
1,885546680,404,806
4,891037437,391,302
5,878082781,278,188
4,879441271,88,276
4,879362423,7,684
2,891201069,659,678
5,883250148,518,1059
2,886318546,415,93
4,874873287,505,54
4,879454630,747,181
4,878340940,43,306
3,879380433,920,1048
4,884304570,57,149
5,884153606,687,308
3,874835141,290,539
5,878738385,424,171
1,891356390,937,247
3,879444047,842,120
4,879517062,294,173
3,889730494,392,1202
5,879441014,803,256
5,875245813,220,41
4,886206991,641,469
4,886132043,641,1281
3,876514077,267,1106
3,879372276,61,128
5,891717988,882,460
5,886480755,386,514
1,883504748,442,357
4,879735109,903,287
4,887643340,481,310
5,889067253,840,688
4,879435590,418,0
5,891351432,6,8
4,882824671,177,923
5,875272010,144,565
5,888632180,494,180
4,877122208,306,1106
2,891199781,659,7
3,891655905,328,921
4,882535220,528,330
5,887939092,331,225
5,891239492,638,693
5,880868277,787,99
3,879518840,294,117
3,881518461,226,321
3,892527100,806,257
5,892079040,233,164
1,885549590,404,1191
5,879994390,710,212
5,892431727,37,450
1,879877159,325,662
3,879109664,454,281
3,891722799,93,416
5,879012470,450,287
4,883216902,254,828
2,892318158,233,1448
4,877530390,285,257
3,882063367,709,332
1,888513860,244,891
5,891495596,362,709
1,879035934,226,239
3,879646692,416,15
1,876347320,600,861
5,891034913,666,27
4,887747617,326,805
3,889737376,63,88
1,883816150,221,1056
5,885873653,93,316
4,876768025,159,281
4,891445698,642,234
4,888068057,48,1074
5,879618742,534,482
5,880484416,229,63
1,875484613,692,527
4,880915810,36,95
5,877138884,720,171
2,882340556,398,543
2,891309670,617,754
1,886324792,304,384
3,891636125,610,312
5,891224590,615,312
2,892241554,420,207
4,874791960,275,691
5,879792557,623,284
5,882136441,555,171
4,874874396,505,502
4,877886223,9,288
4,880472124,576,422
4,884127690,297,198
4,891282840,941,199
4,884901210,343,493
3,875509262,206,21
4,881653603,346,194
3,882671534,621,807
1,885075655,745,134
5,891033310,338,181
3,876407291,342,728
3,892938297,737,750
3,879786837,445,880
4,891227111,612,302
2,891199499,659,182
1,879534001,929,287
3,876197615,274,116
4,891400704,38,346
2,880044944,377,219
2,880333540,377,232
5,892696587,380,431
2,884364694,310,936
3,874950993,345,37
4,884883031,647,809
4,879024184,137,613
5,882469728,449,48
2,886367508,697,85
3,883115423,544,181
2,879309993,496,500
4,884584480,140,322
3,889555176,392,1281
5,880872394,877,426
5,884902317,344,47
5,889180888,238,426
4,891025247,733,482
3,875653043,397,990
2,878348601,43,55
3,882340284,398,267
4,876465072,874,171
3,880131631,17,110
2,886532381,541,120
3,892335460,233,1453
4,888104234,143,128
1,882078883,300,52
5,888732899,746,214
4,882373597,449,615
5,888519725,681,654
1,883774317,794,563
5,882843190,785,317
4,879370062,640,513
2,887819538,326,475
4,883531246,464,477
5,881449527,483,14
3,877995673,206,240
3,884062010,585,230
3,887746734,392,185
4,891381546,649,190
4,887736175,209,113
4,880167151,879,239
4,883601311,5,31
4,882153987,255,459
3,878697705,814,93
3,882342019,398,68
5,892791063,471,93
4,884196741,295,947
1,878961847,180,1388
5,879517193,294,97
5,879370119,640,431
3,881180035,689,1206
5,878044851,505,741
4,878738596,424,635
4,879793269,623,410
4,886523813,347,972
5,891400704,38,351
3,884294716,664,264
5,875318267,341,250
3,884991431,339,210
3,883348036,500,842
2,884219953,919,285
3,888206015,58,226
2,878091736,249,194
4,877454525,778,224
5,889965997,506,221
4,879468414,302,136
1,887489159,654,1050
4,876266775,401,528
4,880474808,576,587
5,889964202,506,895
5,875966320,911,654
2,888907499,292,90
5,878694106,814,731
5,877719333,15,177
3,888513425,244,755
5,888640136,746,442
1,879456424,14,234
5,892686703,675,131
3,887043514,847,587
3,878848828,748,730
5,879455143,271,468
4,876465111,874,602
5,891033256,338,134
2,893219033,795,90
3,877098042,372,285
5,880158537,906,747
5,887313850,321,193
4,891284588,584,739
4,881530041,794,181
3,882343294,398,233
5,887831486,503,99
5,882826982,177,317
3,882081278,206,516
3,891372429,25,150
3,875482280,692,526
5,891550649,222,94
5,874873158,505,640
4,880936500,53,24
1,883889322,225,181
3,876342618,406,398
4,876464694,874,257
5,880526123,378,653
5,882826162,177,10
3,882607286,591,331
5,881652054,346,299
1,892785300,550,79
5,877878601,298,9
5,877225623,429,18
4,891372233,649,529
3,886472737,253,70
3,886047879,175,507
5,883954901,42,25
1,876033368,885,696
4,882813600,853,504
3,886532908,541,7
2,889126609,192,925
2,887763151,673,288
2,880853548,315,184
4,891906327,10,355
4,879521531,193,646
4,885059623,918,304
4,882390296,805,28
4,875310745,267,91
5,882916460,889,495
4,880134398,157,171
3,880044419,377,116
5,891283043,941,495
3,880485766,158,236
3,891902880,10,369
5,880888972,393,216
4,882350282,398,1213
5,891249586,931,99
5,882346086,349,603
4,885953574,618,330
4,887820761,326,98
4,887819860,326,497
5,876245421,763,431
1,874828981,892,973
4,892776982,550,68
4,882426812,566,208
5,893265291,188,482
4,887863412,653,123
4,884497882,317,39
4,879971214,804,49
1,876514002,267,406
5,879303468,211,267
3,887044109,893,902
3,883752708,812,890
5,893212572,415,11
5,884131534,492,482
4,880055984,377,46
3,878963276,180,596
4,880525400,378,49
3,879544727,302,1013
3,875915155,797,1498
4,884035892,670,1
2,891631948,228,312
4,884130619,492,251
4,875729217,633,322
4,879634340,780,86
3,880124378,116,747
1,885767306,701,287
3,889028773,771,751
5,882607955,591,250
4,875743605,797,1506
3,876698178,415,596
5,875728048,693,704
2,883713348,726,846
4,882074932,300,755
4,884065703,69,185
3,891450376,642,793
5,879993871,710,735
2,880870516,787,636
2,879875083,325,611
2,891498720,362,1224
3,891296448,376,681
4,876769080,936,13
3,880165664,388,1193
3,884636236,523,1109
3,885411132,813,442
5,877098343,372,11
4,891218459,841,883
3,880844087,915,152
3,876965165,13,110
4,879899125,544,173
2,879439538,589,1058
5,892777876,713,116
5,885953601,618,312
4,875972699,769,545
4,891448436,268,791
5,888193177,870,55
3,879185327,926,173
3,892911625,55,394
3,888267343,453,116
4,880844654,915,426
5,887043040,847,529
4,874792018,275,708
5,884916274,344,468
5,877441985,179,1127
4,883767728,507,173
4,879874582,485,274
4,879441728,384,186
3,878738077,424,521
3,891352749,6,536
3,879459337,857,288
5,879949107,552,603
4,874875062,505,833
3,879441598,803,153
2,879463212,901,293
3,890758051,340,258
3,880578121,108,366
3,879575966,75,332
1,875313514,278,43
2,875907649,91,995
4,882842044,785,221
5,878886479,21,454
4,876106729,724,299
5,882608021,591,507
3,880937882,53,105
5,875310730,278,400
4,879451805,753,458
5,875727449,693,1122
5,880474851,576,264
2,891479962,324,541
3,885603566,641,130
3,874792168,275,62
3,879465523,901,133
4,875339132,596,687
5,878847498,748,417
3,880139090,665,203
4,881185672,824,322
4,875044337,406,90
4,883954970,42,704
3,892434164,37,394
2,885157594,789,448
3,886322635,304,173
4,888813371,654,506
3,877880566,298,480
4,879446529,405,97
5,876017801,660,203
2,885666918,629,868
4,889134533,750,418
3,891548646,222,1230
5,880383588,502,481
4,885690342,825,587
2,889832053,725,1035
1,875264985,345,1106
4,880952837,416,66
5,882426055,566,187
4,891034717,338,734
5,891303474,364,267
2,879192769,532,1025
3,881450440,105,646
5,878437753,822,63
3,892910860,55,719
3,891387953,649,144
4,880388211,922,828
3,875639581,797,154
5,885679705,98,173
4,888204597,58,366
1,892014908,12,910
2,876857745,883,322
4,879562994,458,221
2,883668261,603,4
4,874965954,0,256
2,882607017,75,384
5,879481613,350,288
5,879440740,360,215
4,880139120,665,212
3,880182815,888,53
4,877880961,298,173
3,875185319,336,228
2,878882272,698,6
4,888347691,532,723
3,879522240,193,413
1,880937920,373,641
1,884204993,197,297
5,891295937,376,287
2,886322212,304,1502
4,884140522,200,953
1,885546288,404,722
4,886895193,608,124
3,876231546,553,741
4,889179623,238,497
5,874784466,22,115
3,876696788,415,321
3,879877043,86,822
1,875076357,112,423
5,888888937,863,21
1,882468789,449,1027
4,888906781,292,442
4,882901146,636,49
4,885690442,825,101
3,891395020,422,677
3,877751037,206,128
5,876869445,371,435
1,888634315,494,142
4,882387925,805,185
3,880333098,377,1471
3,876034174,885,1428
2,881960330,453,605
3,892910950,55,390
5,879454400,84,484
5,879793501,715,274
3,889308778,542,251
4,878439038,822,426
4,876407174,342,746
5,891456877,251,275
2,879309759,496,923
2,880181191,888,646
5,882342589,398,317
3,874863803,542,159
4,879428421,875,434
4,882343126,398,53
3,874863436,542,1434
4,885114374,415,895
4,884111873,200,189
4,881379059,886,410
4,879111808,454,240
4,886569732,641,1136
4,888636373,531,585
3,879205470,306,203
4,887158683,895,480
4,891450805,921,575
3,874854217,932,582
3,893194607,795,1043
5,879701326,426,679
4,888474934,654,295
5,891353011,6,377
5,876546105,329,94
5,876545418,329,230
4,879542723,150,162
3,880116240,628,308
3,892679163,55,52
5,883531333,486,127
4,891446652,642,173
4,889493576,662,46
4,889416229,431,293
5,883426892,704,180
4,883995203,500,1004
2,878738887,424,378
5,879786351,402,147
4,880485352,229,201
4,875973686,769,221
5,882622481,696,243
3,878695527,814,228
3,886483150,386,384
3,887745911,326,254
4,889396049,477,956
4,879521936,193,647
5,881653830,346,1036
4,884963136,310,274
2,882385455,805,239
1,887428384,654,780
3,879792897,261,726
3,884127370,199,757
4,883512775,148,339
5,891250258,931,208
4,885776056,858,1005
3,879874582,485,1363
5,883327441,59,505
5,875441085,531,301
2,879735617,903,761
4,887738717,307,583
2,883904681,471,928
3,891544311,333,327
2,880142991,436,117
4,891309887,617,27
3,879434181,47,285
3,887745409,392,1116
4,877984734,129,1276
2,881086518,524,675
5,878970399,266,249
4,883681418,130,18
4,879969277,127,789
5,884992940,344,142
2,886434187,173,1014
4,884991688,344,977
5,874795988,275,205
4,886123531,263,450
3,877636713,161,402
5,879035251,226,99
2,878696681,814,638
3,879454546,747,70
3,880167806,879,1180
3,879646437,416,976
2,884134019,434,375
1,882396869,12,447
5,879640284,248,1008
2,891549718,333,760
5,879455847,526,203
4,889909721,183,942
1,877127486,179,366
4,876338910,406,417
5,884991105,344,149
3,883950154,845,385
2,875562903,451,289
3,892333865,233,1196
4,891295957,376,270
3,887770379,435,591
5,887314418,321,49
2,891698951,311,639
1,877108077,537,41
3,891499469,781,251
1,888103999,223,148
5,880573288,94,169
5,880484391,229,356
3,889333711,504,1281
4,882956419,591,788
3,885714820,884,500
5,876408139,342,422
3,883668352,603,183
3,882140205,12,8
2,887158946,832,549
4,891717283,882,47
4,884642479,716,110
5,891544177,333,301
4,875462901,513,356
1,889289241,862,682
5,880525367,378,143
1,876348285,600,931
4,891033034,400,142
1,891189876,490,324
4,879634340,780,402
3,887863779,653,1111
5,879796438,715,131
2,891500150,781,1644
4,882376658,449,240
3,891310907,765,969
4,891352134,6,496
4,880584497,869,97
5,885602630,641,1036
4,885075756,745,131
4,891034084,834,485
5,880406507,607,698
4,891721615,93,683
3,884121945,898,514
3,891500067,781,296
2,875071249,187,293
5,879524443,150,274
2,887159211,895,18
4,880844627,915,21
4,879362234,7,402
1,885548686,404,1203
4,887730407,209,24
3,891550349,222,475
1,889070050,216,397
4,886030416,536,1081
3,879147239,698,1280
5,889181048,238,420
5,888639660,942,91
3,879524564,150,746
1,882384438,428,456
2,892528919,806,153
5,879530042,626,696
5,892676314,55,182
5,874787467,275,22
5,891710780,815,312
4,885155540,789,171
2,888522101,681,166
4,888517416,681,69
2,892000438,624,191
4,888540507,772,63
4,876231993,553,861
3,884883424,647,217
3,877906547,567,285
2,877385237,462,136
3,875637587,4,374
4,877226365,429,435
5,879270327,121,82
5,877718168,15,11
4,891044389,332,299
3,885606482,641,1051
5,882346663,349,656
1,883752051,812,293
5,891755066,882,486
3,891033603,400,384
5,888882276,712,343
3,880138702,665,299
4,882346161,349,529
5,876689738,366,182
4,879948610,552,131
2,879434587,369,55
4,885843817,572,282
2,883950569,845,574
2,874854678,932,208
5,875272299,144,469
5,879530866,626,50
3,889298528,750,89
5,877385180,462,220
3,892761427,795,237
5,891388286,120,85
1,874788187,22,218
3,879848209,708,378
4,887743611,392,595
1,882899928,636,324
3,886473701,253,587
1,884882636,647,994
4,881373228,455,771
4,889907738,183,13
4,880037306,71,769
1,888905252,292,928
2,887160916,895,28
4,879787518,671,320
3,885016784,70,49
5,891034688,558,225
2,883955745,42,13
3,886285791,706,1137
5,891447593,268,643
2,887746015,392,55
1,881698175,804,422
4,877105075,372,659
5,882136440,555,11
4,879436911,301,270
5,883530054,464,174
4,880346282,764,282
2,883949121,845,56
4,885714136,884,422
5,889179253,238,951
4,891350900,6,185
3,877381784,843,6
4,879982788,893,871
2,882341586,398,823
4,885716221,884,150
4,880131123,176,432
4,877319567,70,513
2,888802722,101,398
5,889656028,234,178
5,889987792,619,594
2,883216358,254,412
4,874954260,296,23
3,891406317,355,311
4,875246008,220,203
3,889739625,63,51
4,882360894,535,72
3,892429095,37,242
3,884068138,69,90
4,880410701,448,968
4,884121512,898,745
4,891544102,333,267
3,884134754,434,1058
3,879646531,416,23
5,890024051,587,27
5,886833795,935,126
5,891920125,908,581
5,891035135,793,237
4,879443011,52,150
4,885544911,404,55
4,879310474,496,738
3,887747410,326,643
5,886480703,386,223
3,887744065,326,209
5,883784601,529,195
2,880672747,757,535
3,891436129,214,203
2,884922658,245,16
3,875811158,683,931
3,885809119,560,607
4,879461583,478,203
5,892777123,550,526
4,891033808,902,707
1,881379566,886,698
5,880177050,888,916
3,888528902,645,353
4,877398856,390,212
4,892696831,380,656
5,882385807,428,99
5,891698300,311,49
4,880167384,879,280
3,891036753,338,718
4,882922382,51,120
5,879992445,710,171
4,874864094,542,465
3,877881320,298,69
4,891448072,268,64
4,891447868,642,142
5,881650502,565,206
4,875656201,91,163
5,892777363,550,192
1,885546529,404,1257
4,877888391,313,98
4,882956467,591,86
5,878951784,356,124
4,892312728,828,318
2,876695714,637,513
3,879455019,124,200
1,891406076,355,293
3,874793092,275,425
3,879793667,261,203
5,888633522,494,422
4,884197052,406,254
4,876404613,342,86
3,891656072,328,283
2,879012812,450,1387
2,892079140,233,10
2,888067096,48,541
4,891991300,828,407
3,891394632,422,346
4,878847461,748,428
5,879461219,88,256
5,876869553,371,52
3,891968164,624,521
4,892677047,55,392
1,879563668,458,1057
4,874949923,345,82
5,885547124,404,209
3,885046853,327,134
5,891638433,890,285
4,880356059,359,164
4,891299573,262,124
3,891448895,268,483
5,874787496,275,317
1,881105677,408,679
4,883600985,5,317
4,891191511,933,461
5,877665324,232,275
4,878882667,698,220
3,875747854,62,740
1,879434229,369,293
3,874833857,290,596
1,880153841,652,1136
2,883713348,726,615
3,875537717,171,22
4,879454385,124,512
3,880168411,879,61
3,879375977,61,228
1,876539091,880,1529
3,877136424,100,755
3,882812451,853,14
4,888702764,609,314
2,879138910,153,221
2,880485594,229,692
3,887745973,392,1036
3,892051708,644,318
3,880392778,373,627
4,882384821,428,504
4,875660886,592,25
4,888333311,73,293
4,877100267,372,552
4,879216949,64,777
3,880314029,665,1010
3,875238778,296,528
4,891239790,638,637
3,891387623,783,311
4,887660762,449,590
2,884129029,199,47
5,879024043,137,186
5,884049939,74,474
1,878542869,0,28
5,876339940,406,190
3,891450453,268,635
3,880181976,888,84
3,884060705,585,217
5,886122508,263,653
4,881961671,27,183
3,876063765,513,233
5,891031203,590,1095
1,879012890,450,307
4,883948534,845,160
3,879534803,929,404
3,875638717,797,993
5,882340827,398,474
4,886030109,536,9
4,878439582,822,738
1,891043182,547,13
4,891717988,882,63
3,879521595,193,497
4,886396240,457,466
3,880135118,157,71
4,891633029,228,879
1,888398516,144,742
3,879198888,94,202
4,882669826,621,182
4,879441252,360,155
1,883757784,723,873
3,887038280,847,526
4,879667904,19,180
3,889910684,183,165
5,879303929,211,630
1,874730443,711,135
4,891710724,815,287
5,891249767,931,492
3,886365527,697,257
4,891216956,353,247
3,884968078,303,741
4,874775406,118,180
3,884585572,140,1011
3,891699345,311,172
4,883512658,148,304
4,886532209,541,49
5,886303171,12,853
5,884814401,343,49
4,891384850,658,567
2,882150053,255,318
2,883390083,441,163
4,886532209,541,508
3,888906193,292,264
4,878089716,249,6
4,879519042,294,66
3,876033784,885,448
4,879181133,926,1280
4,879445466,803,151
4,891193814,933,673
3,885808716,560,203
3,882152630,255,979
3,877140490,720,190
2,879457857,631,54
4,893194607,795,4
3,875133840,832,522
2,892436609,654,915
4,877889058,9,47
3,888906045,292,132
4,886532432,541,248
3,880394179,373,251
4,879216371,64,650
3,874834827,290,772
5,888639102,746,70
4,883950434,845,664
4,876699526,415,651
3,874786784,275,1007
5,891385335,89,617
1,886185851,730,194
5,891217717,353,663
3,885810144,560,61
4,877098891,372,162
3,880131450,17,706
2,886106165,270,471
4,879990396,896,203
1,880420178,102,1085
5,885679138,98,762
5,880474747,576,182
4,886483620,386,500
4,886569870,641,576
4,882823395,177,270
2,883268430,5,308
5,891034831,666,8
3,883765897,394,251
4,890024876,587,567
4,878015917,275,306
3,881705082,804,107
5,886396390,457,126
4,891397667,703,660
5,876464967,874,422
2,888907913,292,577
3,875389187,670,116
3,884133881,544,214
3,883428154,704,228
3,879361847,496,656
5,875124348,832,186
5,877818457,293,268
5,887854982,125,339
2,886032000,536,225
5,885690526,825,180
4,879577372,206,281
3,891449922,268,485
4,880210105,513,586
5,884882664,647,187
4,878762087,683,185
4,891402323,752,133
4,891023086,733,603
3,882344942,398,32
4,881980408,757,121
4,892679460,55,404
4,888907356,292,419
3,891375016,99,269
4,882076643,300,217
5,891250862,931,1122
5,884128788,199,88
2,882844171,785,450
3,875999002,778,410
4,885272520,16,474
2,881375482,455,225
5,891356864,419,483
3,893265123,188,1053
5,879441752,803,214
5,883948803,845,46
3,876538824,880,575
5,882150943,255,1082
3,891386241,658,600
3,883427904,704,7
4,886031576,536,706
4,878945505,273,627
5,893213796,415,282
4,882074903,300,280
5,891351383,6,95
4,883523876,184,285
4,875983129,471,372
5,878542960,0,207
4,882425791,566,844
4,877886281,9,333
5,876544654,329,116
3,880139409,665,90
4,886122771,263,13
5,882398724,12,500
5,878962675,180,24
3,888104521,143,409
3,891542540,213,333
4,886610451,891,273
4,880607489,243,565
4,879455083,747,55
2,891386910,658,568
4,888205300,58,527
5,891351653,6,155
3,875814110,797,162
4,877889186,9,136
4,887049214,530,1312
5,880936863,927,164
5,881104268,291,150
4,881366615,191,288
4,875245350,220,650
3,875983129,471,392
5,891299949,262,167
5,891920166,908,165
5,885478886,379,529
1,885753475,835,287
3,879535886,732,739
3,884476110,520,247
4,880117000,628,206
4,888105587,143,1036
4,891363996,779,163
1,888067691,48,49
4,892686164,675,249
2,892677147,55,89
3,886988321,109,1202
5,879525987,164,221
4,876175052,91,180
5,891351042,6,525
4,885852248,24,85
3,878883172,698,233
3,876776321,646,116
3,876232758,553,581
3,880131849,17,156
4,879012471,450,874
5,876802971,381,333
5,891033566,338,80
5,891888244,447,1019
5,880134477,157,430
1,888203900,58,1116
5,879874725,485,1138
5,893212622,415,606
3,891370446,649,550
2,886440608,387,275
5,885547447,404,780
4,876695917,637,522
1,875239092,296,573
4,875122675,832,805
4,879112582,454,448
2,892838135,910,312
1,878961709,180,679
3,891446580,268,92
1,884924473,245,251
4,885776056,858,287
2,891201823,659,1106
3,890757961,340,681
5,891352220,6,662
2,891499469,781,1296
5,891350782,6,179
3,883949781,670,1070
3,880402996,532,844
1,874938850,932,568
5,889737654,63,208
5,876954122,269,712
5,886397679,457,85
3,887661217,449,234
2,879531248,626,55
4,892610692,795,312
1,880150126,652,204
5,891438947,90,96
4,886031506,536,463
2,880131986,17,385
3,886287331,706,87
5,880394929,373,465
2,889298585,750,1032
3,885807369,560,495
4,878972558,266,228
4,882826556,177,422
5,880578503,108,225
1,892836623,124,381
5,877906995,567,478
4,891294108,487,21
4,875941948,476,281
4,891477567,324,268
5,893119336,531,403
2,885546859,404,35
3,887771997,435,1058
3,888104153,223,25
5,877364067,537,198
1,885546247,404,57
3,879436534,309,273
1,880854473,315,233
4,891694312,882,201
3,886320054,415,1088
3,886030381,536,458
4,891363826,779,484
3,890881521,13,21
2,891208261,751,353
4,878940618,846,218
3,891185330,490,283
3,879967879,127,613
4,884061459,585,549
2,879874218,485,747
5,891384516,89,480
4,880134445,157,143
3,880175444,879,475
5,880130931,176,155
4,884642868,716,475
3,892611840,795,877
2,893283997,682,263
5,876544432,329,1080
5,879449110,614,513
4,885848770,270,522
4,879442001,803,229
5,876862078,159,159
3,887926437,473,469
3,886476281,253,500
5,886123415,263,791
4,875652700,397,125
3,881672700,548,1044
2,888904696,292,256
2,881515193,12,514
3,880129991,17,236
3,884536117,247,925
3,880870018,787,45
4,883599400,5,535
5,891032793,338,174
1,879455311,14,322
3,880055101,377,693
4,877845577,206,268
5,889737478,63,173
4,882386401,428,69
3,891904389,10,214
4,889909962,183,707
4,880866971,877,196
3,888068686,48,812
3,879525035,150,583
5,891364125,779,525
4,879948806,552,608
4,879665042,206,1143
4,874790813,531,553
4,891440293,648,297
3,883713692,726,394
3,875245100,220,928
4,877154765,720,110
5,881030348,906,632
2,874951447,20,105
5,884131085,434,172
5,884289693,351,88
3,886302261,12,822
5,891359250,168,49
3,879365475,887,279
3,888204553,58,683
4,876537679,880,94
3,888066086,48,9
4,891033022,774,332
5,886608296,891,429
4,886610480,891,62
4,877554846,452,183
5,891249962,931,527
4,891722609,93,142
3,882135437,555,318
3,891448247,921,273
3,892241210,420,268
3,877382008,843,254
4,881105281,291,225
4,884365075,310,212
4,875291403,467,427
4,880353526,359,301
4,891304213,364,1014
2,892778244,550,769
5,891550649,222,70
1,874977334,275,768
3,891497793,781,1645
4,884229250,909,1009
5,876545625,329,602
4,879990683,896,88
3,876232023,553,695
4,877140780,720,96
3,880132771,157,221
4,875350551,737,454
5,878919153,762,223
2,884061084,585,671
2,879543524,302,412
5,891271792,78,18
5,885602612,641,484
4,883352536,588,331
3,884149646,69,683
3,888905520,292,165
3,879618414,534,170
4,884131356,434,200
2,882811962,853,288
5,890284231,465,330
4,883295540,194,1085
4,875073246,187,628
1,879544058,276,471
2,885991563,859,1044
4,875979317,471,369
5,891401712,752,482
2,878854605,446,234
5,884637610,502,267
2,878183924,221,714
2,888442305,103,331
4,879456030,526,630
5,874984395,341,432
3,891543393,26,285
5,874953769,129,297
3,891435266,214,181
4,884992754,111,750
3,880130915,176,567
4,879539410,193,12
5,884304377,57,407
5,876892701,0,176
5,882621569,696,747
5,879618019,534,132
4,884585128,140,249
3,891691485,882,749
2,877563934,221,251
3,883876690,499,61
3,879991175,388,519
4,880434204,373,182
5,885816915,451,944
3,888465319,103,245
5,893265428,188,184
2,886988909,109,201
4,886318270,415,26
2,879196566,94,390
2,885944093,427,342
3,876768990,159,411
4,891497015,362,404
2,891310907,765,374
5,883447117,486,1016
3,882164059,255,971
5,883835026,767,299
3,889739625,63,57
3,884113343,200,237
5,889666215,13,180
4,876465408,874,517
5,880672727,757,1004
3,891382310,89,288
3,891691436,882,268
1,879535685,929,170
2,880166028,388,628
3,886323006,304,209
3,885546487,404,950
4,889179478,238,55
2,891498964,362,664
4,890024289,587,637
5,880606118,243,237
5,887924027,473,78
4,880036638,71,86
3,882377479,449,1472
4,880123540,744,424
5,884209569,197,100
3,889242937,293,253
5,891698764,311,133
4,891190960,933,660
4,892840950,910,141
5,879701325,426,681
3,879447837,842,510
3,879649484,416,1033
5,876869481,371,218
1,879727116,201,317
4,889076364,643,242
4,891220097,162,356
4,891037394,821,188
2,882813453,853,824
2,876066874,495,418
3,890118372,235,685
5,882140252,12,662
1,891497639,362,386
4,875309945,267,126
1,879727294,201,178
2,881705055,804,273
3,879964335,554,1051
3,879434746,369,221
4,879867980,881,65
3,888703316,609,590
2,880525502,378,160
3,875747688,62,761
5,880143115,436,450
4,879857765,134,602
2,891477638,324,304
5,879012470,450,293
4,891373086,25,281
5,879304369,861,656
4,886608423,891,193
4,881379685,886,495
4,883601529,5,434
5,886513674,173,370
4,876103762,724,321
5,877808319,533,983
5,892431907,37,1032
4,879304721,861,44
3,882622044,696,741
4,879617613,534,602
3,878973088,266,226
4,892323453,182,719
5,891351328,6,222
4,884363706,310,257
3,884470681,317,285
2,879873973,485,332
4,882385684,428,91
5,889717102,869,192
5,879454100,124,78
4,882054112,757,818
5,883365019,475,210
3,884131996,434,264
4,874790903,275,731
4,880131201,176,1064
5,875996932,778,20
5,877532965,285,72
3,875498117,75,771
4,880867326,787,301
4,884364538,310,126
5,892323452,182,229
5,883668352,603,566
3,890010025,499,534
3,888890432,863,641
